"EP_Plotid","Year","Species","TreesPerHa"
"AEG18",2017,"Genus1_epithet2",324
"AEG19",2017,"Genus1_epithet2",259
"SEG47",2017,"Genus1_epithet2",212
"SEG48",2017,"Genus1_epithet2",120
"SEG49",2017,"Genus1_epithet2",408
"SEG50",2017,"Genus1_epithet2",219
"AEG25",2017,"Genus1_epithet2",24
"AEG26",2017,"Genus1_epithet2",413
"AEG27",2017,"Genus1_epithet2",242
"AEG28",2017,"Genus1_epithet2",293
"AEG29",2017,"Genus1_epithet2",81
"AEG30",2017,"Genus1_epithet2",432
"AEG31",2017,"Genus1_epithet2",23
"AEG32",2017,"Genus1_epithet2",292
"AEG33",2017,"Genus1_epithet2",133
"AEG34",2017,"Genus1_epithet2",302
"AEG35",2017,"Genus1_epithet2",596
"AEG36",2017,"Genus1_epithet2",457
"AEG37",2017,"Genus1_epithet2",525
"AEG38",2017,"Genus1_epithet2",235
"AEG39",2017,"Genus1_epithet2",431
"AEG40",2017,"Genus1_epithet2",610
"AEG41",2017,"Genus1_epithet2",552
"AEG20",2017,"Genus1_epithet2",424
"AEG21",2017,"Genus1_epithet2",603
"AEG22",2017,"Genus1_epithet2",598
"AEG23",2017,"Genus1_epithet2",451
"AEG24",2017,"Genus1_epithet2",451
"AEG46",2017,"Genus1_epithet2",387
"AEG47",2017,"Genus1_epithet2",265
"AEG48",2017,"Genus1_epithet2",258
"AEG49",2017,"Genus1_epithet2",584
"AEG50",2017,"Genus1_epithet2",557
"AEW1",2017,"Genus1_epithet2",149
"AEW2",2017,"Genus1_epithet2",653
"AEW3",2017,"Genus1_epithet2",694
"AEW4",2017,"Genus1_epithet2",472
"AEW5",2017,"Genus1_epithet2",39
"AEW6",2017,"Genus1_epithet2",115
"AEW7",2017,"Genus1_epithet2",187
"AEW8",2017,"Genus1_epithet2",28
"AEW9",2017,"Genus1_epithet2",283
"AEW10",2017,"Genus1_epithet2",285
"AEG42",2017,"Genus1_epithet2",362
"AEG43",2017,"Genus1_epithet2",160
"AEG44",2017,"Genus1_epithet2",668
"AEG45",2017,"Genus1_epithet2",246
"AEW15",2017,"Genus1_epithet2",90
"AEW16",2017,"Genus1_epithet2",12
"AEW17",2017,"Genus1_epithet2",126
"AEW18",2017,"Genus1_epithet2",226
"AEW19",2017,"Genus1_epithet2",145
"AEW20",2017,"Genus1_epithet2",688
"AEW21",2017,"Genus1_epithet2",437
"AEW22",2017,"Genus1_epithet2",256
"AEW23",2017,"Genus1_epithet2",522
"AEW24",2017,"Genus1_epithet2",412
"AEW25",2017,"Genus1_epithet2",627
"AEW26",2017,"Genus1_epithet2",129
"AEW27",2017,"Genus1_epithet2",617
"AEW28",2017,"Genus1_epithet2",115
"AEW29",2017,"Genus1_epithet2",260
"AEW30",2017,"Genus1_epithet2",638
"AEW31",2017,"Genus1_epithet2",80
"AEW11",2017,"Genus1_epithet2",674
"AEW12",2017,"Genus1_epithet2",50
"AEW13",2017,"Genus1_epithet2",667
"AEW14",2017,"Genus1_epithet2",411
"AEW37",2017,"Genus1_epithet2",243
"AEW38",2017,"Genus1_epithet2",101
"AEW39",2017,"Genus1_epithet2",657
"AEW40",2017,"Genus1_epithet2",490
"AEW41",2017,"Genus1_epithet2",23
"AEW42",2017,"Genus1_epithet2",540
"AEW43",2017,"Genus1_epithet2",28
"AEW44",2017,"Genus1_epithet2",153
"AEW45",2017,"Genus1_epithet2",309
"AEW46",2017,"Genus1_epithet2",290
"AEW47",2017,"Genus1_epithet2",515
"AEW48",2017,"Genus1_epithet2",670
"AEW49",2017,"Genus1_epithet2",629
"AEW50",2017,"Genus1_epithet2",562
"HEG1",2017,"Genus1_epithet2",514
"HEG2",2017,"Genus1_epithet2",574
"HEG3",2017,"Genus1_epithet2",384
"AEW32",2017,"Genus1_epithet2",612
"AEW33",2017,"Genus1_epithet2",499
"AEW34",2017,"Genus1_epithet2",406
"AEW35",2017,"Genus1_epithet2",258
"AEW36",2017,"Genus1_epithet2",100
"HEG9",2017,"Genus1_epithet2",317
"HEG10",2017,"Genus1_epithet2",515
"HEG11",2017,"Genus1_epithet2",700
"HEG12",2017,"Genus1_epithet2",100
"HEG13",2017,"Genus1_epithet2",554
"HEG14",2017,"Genus1_epithet2",527
"HEG15",2017,"Genus1_epithet2",321
"HEG16",2017,"Genus1_epithet2",173
"HEG17",2017,"Genus1_epithet2",339
"HEG18",2017,"Genus1_epithet2",513
"HEG19",2017,"Genus1_epithet2",583
"HEG20",2017,"Genus1_epithet2",77
"HEG21",2017,"Genus1_epithet2",697
"HEG22",2017,"Genus1_epithet2",525
"HEG23",2017,"Genus1_epithet2",472
"HEG24",2017,"Genus1_epithet2",152
"HEG25",2017,"Genus1_epithet2",11
"HEG4",2017,"Genus1_epithet2",251
"HEG5",2017,"Genus1_epithet2",439
"HEG6",2017,"Genus1_epithet2",48
"HEG7",2017,"Genus1_epithet2",612
"HEG8",2017,"Genus1_epithet2",160
"HEG26",2017,"Genus1_epithet2",78
"HEG27",2017,"Genus1_epithet2",292
"HEG28",2017,"Genus1_epithet2",169
"HEG29",2017,"Genus1_epithet2",206
"HEG30",2017,"Genus1_epithet2",567
"HEG31",2017,"Genus1_epithet2",330
"HEG32",2017,"Genus1_epithet2",451
"HEG33",2017,"Genus1_epithet2",162
"HEG34",2017,"Genus1_epithet2",115
"HEG35",2017,"Genus1_epithet2",123
"HEG36",2017,"Genus1_epithet2",425
"HEG37",2017,"Genus1_epithet2",293
"HEG38",2017,"Genus1_epithet2",231
"HEG39",2017,"Genus1_epithet2",169
"HEG40",2017,"Genus1_epithet2",585
"HEG41",2017,"Genus1_epithet2",380
"HEG42",2017,"Genus1_epithet2",685
"HEG43",2017,"Genus1_epithet2",255
"HEG44",2017,"Genus1_epithet2",627
"HEG45",2017,"Genus1_epithet2",348
"HEG46",2017,"Genus1_epithet2",434
"HEG47",2017,"Genus1_epithet2",681
"HEG48",2017,"Genus1_epithet2",323
"HEG49",2017,"Genus1_epithet2",306
"HEG50",2017,"Genus1_epithet2",134
"HEW13",2017,"Genus1_epithet3",697
"SEG14",2017,"Genus1_epithet3",262
"SEG15",2017,"Genus1_epithet3",627
"SEG16",2017,"Genus1_epithet3",675
"SEG17",2017,"Genus1_epithet3",257
"SEG18",2017,"Genus1_epithet3",467
"SEG19",2017,"Genus1_epithet3",41
"SEG20",2017,"Genus1_epithet3",536
"SEG21",2017,"Genus1_epithet3",242
"SEG22",2017,"Genus1_epithet3",256
"SEG23",2017,"Genus1_epithet3",121
"SEG24",2017,"Genus1_epithet3",345
"SEG25",2017,"Genus1_epithet3",13
"SEG26",2017,"Genus1_epithet3",449
"SEG1",2017,"Genus1_epithet3",157
"SEG2",2017,"Genus1_epithet3",385
"SEG3",2017,"Genus1_epithet3",318
"SEG4",2017,"Genus1_epithet3",524
"SEG5",2017,"Genus1_epithet3",364
"SEG6",2017,"Genus1_epithet3",372
"SEG7",2017,"Genus1_epithet3",506
"SEG8",2017,"Genus1_epithet3",381
"SEG9",2017,"Genus1_epithet3",11
"SEG10",2017,"Genus1_epithet3",446
"SEG11",2017,"Genus1_epithet3",323
"SEG12",2017,"Genus1_epithet3",622
"SEG13",2017,"Genus1_epithet3",187
"SEW42",2017,"Genus1_epithet3",70
"SEW43",2017,"Genus1_epithet3",102
"SEW44",2017,"Genus1_epithet3",151
"SEW45",2017,"Genus1_epithet3",91
"SEW46",2017,"Genus1_epithet3",328
"SEW47",2017,"Genus1_epithet3",328
"SEW48",2017,"Genus1_epithet3",19
"SEW49",2017,"Genus1_epithet3",617
"SEW50",2017,"Genus1_epithet3",35
"SEW25",2017,"Genus1_epithet3",474
"SEW26",2017,"Genus1_epithet3",111
"SEW27",2017,"Genus1_epithet3",367
"SEW28",2017,"Genus1_epithet3",461
"SEW29",2017,"Genus1_epithet3",103
"SEW30",2017,"Genus1_epithet3",73
"SEW31",2017,"Genus1_epithet3",68
"SEW32",2017,"Genus1_epithet3",296
"SEW33",2017,"Genus1_epithet3",31
"SEW34",2017,"Genus1_epithet3",451
"SEW35",2017,"Genus1_epithet3",33
"SEW36",2017,"Genus1_epithet3",307
"SEW37",2017,"Genus1_epithet3",368
"SEW38",2017,"Genus1_epithet3",261
"SEW39",2017,"Genus1_epithet3",392
"SEW40",2017,"Genus1_epithet3",9
"SEW41",2017,"Genus1_epithet3",185
"SEW21",2017,"Genus1_epithet3",252
"SEW22",2017,"Genus1_epithet3",437
"SEW23",2017,"Genus1_epithet3",205
"SEW24",2017,"Genus1_epithet3",610
"HEW51",2017,"Genus1_epithet3",271
"SEW1",2017,"Genus1_epithet3",454
"SEW2",2017,"Genus1_epithet3",286
"SEW3",2017,"Genus1_epithet3",563
"SEW4",2017,"Genus1_epithet3",326
"SEW5",2017,"Genus1_epithet3",273
"SEW6",2017,"Genus1_epithet3",9
"SEW7",2017,"Genus1_epithet3",47
"SEW8",2017,"Genus1_epithet3",180
"SEW9",2017,"Genus1_epithet3",561
"SEW10",2017,"Genus1_epithet3",227
"SEW11",2017,"Genus1_epithet3",204
"SEW12",2017,"Genus1_epithet3",680
"SEW13",2017,"Genus1_epithet3",155
"SEW14",2017,"Genus1_epithet3",497
"SEW15",2017,"Genus1_epithet3",324
"SEW16",2017,"Genus1_epithet3",270
"SEW17",2017,"Genus1_epithet3",173
"SEW18",2017,"Genus1_epithet3",264
"SEW19",2017,"Genus1_epithet3",381
"SEW20",2017,"Genus1_epithet3",237
"HEW50",2017,"Genus1_epithet3",546
"HEW1",2017,"Genus1_epithet3",193
"HEW2",2017,"Genus1_epithet3",637
"HEW3",2017,"Genus1_epithet3",534
"HEW4",2017,"Genus1_epithet3",461
"HEW5",2017,"Genus1_epithet3",578
"HEW6",2017,"Genus1_epithet3",253
"HEW7",2017,"Genus1_epithet3",280
"HEW8",2017,"Genus1_epithet3",305
"HEW9",2017,"Genus1_epithet3",31
"HEW10",2017,"Genus1_epithet3",146
"HEW11",2017,"Genus1_epithet3",681
"HEW12",2017,"Genus1_epithet3",258
"HEW14",2017,"Genus1_epithet3",19
"HEW15",2017,"Genus1_epithet3",643
"HEW16",2017,"Genus1_epithet3",571
"HEW17",2017,"Genus1_epithet3",178
"HEW18",2017,"Genus1_epithet3",669
"HEW19",2017,"Genus1_epithet3",677
"HEW20",2017,"Genus1_epithet3",444
"HEW21",2017,"Genus1_epithet3",699
"HEW22",2017,"Genus1_epithet3",410
"HEW23",2017,"Genus1_epithet3",176
"HEW24",2017,"Genus1_epithet3",589
"HEW26",2017,"Genus1_epithet3",178
"HEW27",2017,"Genus1_epithet3",42
"HEW28",2017,"Genus1_epithet3",305
"HEW29",2017,"Genus1_epithet3",152
"HEW30",2017,"Genus1_epithet3",123
"HEW31",2017,"Genus1_epithet3",63
"HEW32",2017,"Genus1_epithet3",587
"HEW33",2017,"Genus1_epithet3",289
"HEW34",2017,"Genus1_epithet3",94
"HEW35",2017,"Genus1_epithet3",130
"HEW36",2017,"Genus1_epithet3",110
"HEW37",2017,"Genus1_epithet3",141
"HEW38",2017,"Genus1_epithet3",193
"HEW39",2017,"Genus1_epithet3",643
"HEW40",2017,"Genus1_epithet3",178
"HEW41",2017,"Genus1_epithet3",472
"HEW42",2017,"Genus1_epithet3",525
"HEW43",2017,"Genus1_epithet3",375
"HEW44",2017,"Genus1_epithet3",186
"HEW45",2017,"Genus1_epithet3",565
"HEW46",2017,"Genus1_epithet3",163
"HEW47",2017,"Genus1_epithet3",212
"HEW48",2017,"Genus1_epithet3",431
"HEW49",2017,"Genus1_epithet3",580
"HEW25",2017,"Genus1_epithet3",493
"SEG27",2017,"Genus1_epithet3",449
"SEG28",2017,"Genus1_epithet3",330
"SEG29",2017,"Genus1_epithet3",686
"SEG30",2017,"Genus1_epithet3",297
"SEG31",2017,"Genus1_epithet3",451
"SEG32",2017,"Genus1_epithet3",74
"SEG33",2017,"Genus1_epithet3",388
"SEG34",2017,"Genus1_epithet3",436
"SEG35",2017,"Genus1_epithet3",633
"SEG36",2017,"Genus1_epithet3",263
"SEG37",2017,"Genus1_epithet3",330
"SEG38",2017,"Genus1_epithet3",248
"SEG39",2017,"Genus1_epithet3",611
"SEG40",2017,"Genus1_epithet3",466
"SEG41",2017,"Genus1_epithet3",655
"SEG42",2017,"Genus1_epithet3",503
"SEG43",2017,"Genus1_epithet3",371
"SEG44",2017,"Genus1_epithet3",640
"SEG45",2017,"Genus1_epithet3",667
"SEG46",2017,"Genus1_epithet3",378
"AEG1",2017,"Genus1_epithet3",449
"AEG2",2017,"Genus1_epithet3",197
"AEG3",2017,"Genus1_epithet3",177
"AEG4",2017,"Genus1_epithet3",476
"AEG5",2017,"Genus1_epithet3",11
"AEG6",2017,"Genus1_epithet3",216
"AEG7",2017,"Genus1_epithet3",261
"AEG8",2017,"Genus1_epithet3",416
"AEG9",2017,"Genus1_epithet3",619
"AEG10",2017,"Genus1_epithet3",160
"AEG11",2017,"Genus1_epithet3",589
"AEG12",2017,"Genus1_epithet3",685
"AEG13",2017,"Genus1_epithet3",58
"AEG14",2017,"Genus1_epithet3",63
"AEG15",2017,"Genus1_epithet3",71
"AEG16",2017,"Genus1_epithet3",683
"AEG17",2017,"Genus1_epithet3",699
"AEG18",2017,"Genus1_epithet3",43
"AEG19",2017,"Genus1_epithet3",535
"SEG47",2017,"Genus1_epithet3",650
"SEG48",2017,"Genus1_epithet3",610
"SEG49",2017,"Genus1_epithet3",470
"SEG50",2017,"Genus1_epithet3",527
"AEG25",2017,"Genus1_epithet3",184
"AEG26",2017,"Genus1_epithet3",9
"AEG27",2017,"Genus1_epithet3",260
"AEG28",2017,"Genus1_epithet3",206
"AEG29",2017,"Genus1_epithet3",29
"AEG30",2017,"Genus1_epithet3",72
"AEG31",2017,"Genus1_epithet3",681
"AEG32",2017,"Genus1_epithet3",78
"AEG33",2017,"Genus1_epithet3",377
"AEG34",2017,"Genus1_epithet3",70
"AEG35",2017,"Genus1_epithet3",210
"AEG36",2017,"Genus1_epithet3",309
"AEG37",2017,"Genus1_epithet3",82
"AEG38",2017,"Genus1_epithet3",692
"AEG39",2017,"Genus1_epithet3",83
"AEG40",2017,"Genus1_epithet3",212
"AEG41",2017,"Genus1_epithet3",300
"AEG20",2017,"Genus1_epithet3",70
"AEG21",2017,"Genus1_epithet3",205
"AEG22",2017,"Genus1_epithet3",668
"AEG23",2017,"Genus1_epithet3",408
"AEG24",2017,"Genus1_epithet3",289
"AEG46",2017,"Genus1_epithet3",684
"AEG47",2017,"Genus1_epithet3",507
"AEG48",2017,"Genus1_epithet3",53
"AEG49",2017,"Genus1_epithet3",218
"AEG50",2017,"Genus1_epithet3",622
"AEW1",2017,"Genus1_epithet3",418
"AEW2",2017,"Genus1_epithet3",23
"AEW3",2017,"Genus1_epithet3",636
"AEW4",2017,"Genus1_epithet3",504
"AEW5",2017,"Genus1_epithet3",12
"AEW6",2017,"Genus1_epithet3",623
"AEW7",2017,"Genus1_epithet3",234
"AEW8",2017,"Genus1_epithet3",455
"AEW9",2017,"Genus1_epithet3",107
"AEW10",2017,"Genus1_epithet3",341
"AEG42",2017,"Genus1_epithet3",38
"AEG43",2017,"Genus1_epithet3",383
"AEG44",2017,"Genus1_epithet3",425
"AEG45",2017,"Genus1_epithet3",306
"AEW15",2017,"Genus1_epithet3",683
"AEW16",2017,"Genus1_epithet3",436
"AEW17",2017,"Genus1_epithet3",461
"AEW18",2017,"Genus1_epithet3",695
"AEW19",2017,"Genus1_epithet3",83
"AEW20",2017,"Genus1_epithet3",152
"AEW21",2017,"Genus1_epithet3",25
"AEW22",2017,"Genus1_epithet3",5
"AEW23",2017,"Genus1_epithet3",150
"AEW24",2017,"Genus1_epithet3",229
"AEW25",2017,"Genus1_epithet3",243
"AEW26",2017,"Genus1_epithet3",368
"AEW27",2017,"Genus1_epithet3",69
"AEW28",2017,"Genus1_epithet3",126
"AEW29",2017,"Genus1_epithet3",643
"AEW30",2017,"Genus1_epithet3",25
"AEW31",2017,"Genus1_epithet3",190
"AEW11",2017,"Genus1_epithet3",157
"AEW12",2017,"Genus1_epithet3",286
"AEW13",2017,"Genus1_epithet3",536
"AEW14",2017,"Genus1_epithet3",260
"AEW37",2017,"Genus1_epithet3",91
"AEW38",2017,"Genus1_epithet3",1
"AEW39",2017,"Genus1_epithet3",435
"AEW40",2017,"Genus1_epithet3",192
"AEW41",2017,"Genus1_epithet3",81
"AEW42",2017,"Genus1_epithet3",11
"AEW43",2017,"Genus1_epithet3",115
"AEW44",2017,"Genus1_epithet3",116
"AEW45",2017,"Genus1_epithet3",117
"AEW46",2017,"Genus1_epithet3",141
"AEW47",2017,"Genus1_epithet3",342
"AEW48",2017,"Genus1_epithet3",499
"AEW49",2017,"Genus1_epithet3",91
"AEW50",2017,"Genus1_epithet3",432
"HEG1",2017,"Genus1_epithet3",423
"HEG2",2017,"Genus1_epithet3",682
"HEG3",2017,"Genus1_epithet3",314
"AEW32",2017,"Genus1_epithet3",12
"AEW33",2017,"Genus1_epithet3",450
"AEW34",2017,"Genus1_epithet3",362
"AEW35",2017,"Genus1_epithet3",553
"AEW36",2017,"Genus1_epithet3",611
"HEG9",2017,"Genus1_epithet3",437
"HEG10",2017,"Genus1_epithet3",92
"HEG11",2017,"Genus1_epithet3",181
"HEG12",2017,"Genus1_epithet3",122
"HEG13",2017,"Genus1_epithet3",366
"HEG14",2017,"Genus1_epithet3",275
"HEG15",2017,"Genus1_epithet3",73
"HEG16",2017,"Genus1_epithet3",168
"HEG17",2017,"Genus1_epithet3",425
"HEG18",2017,"Genus1_epithet3",396
"HEG19",2017,"Genus1_epithet3",39
"HEG20",2017,"Genus1_epithet3",189
"HEG21",2017,"Genus1_epithet3",245
"HEG22",2017,"Genus1_epithet3",296
"HEG23",2017,"Genus1_epithet3",440
"HEG24",2017,"Genus1_epithet3",157
"HEG25",2017,"Genus1_epithet3",337
"HEG4",2017,"Genus1_epithet3",120
"HEG5",2017,"Genus1_epithet3",182
"HEG6",2017,"Genus1_epithet3",535
"HEG7",2017,"Genus1_epithet3",631
"HEG8",2017,"Genus1_epithet3",511
"HEG26",2017,"Genus1_epithet3",695
"HEG27",2017,"Genus1_epithet3",700
"HEG28",2017,"Genus1_epithet3",28
"HEG29",2017,"Genus1_epithet3",693
"HEG30",2017,"Genus1_epithet3",158
"HEG31",2017,"Genus1_epithet3",2
"HEG32",2017,"Genus1_epithet3",327
"HEG33",2017,"Genus1_epithet3",246
"HEG34",2017,"Genus1_epithet3",347
"HEG35",2017,"Genus1_epithet3",211
"HEG36",2017,"Genus1_epithet3",626
"HEG37",2017,"Genus1_epithet3",289
"HEG38",2017,"Genus1_epithet3",515
"HEG39",2017,"Genus1_epithet3",76
"HEG40",2017,"Genus1_epithet3",434
"HEG41",2017,"Genus1_epithet3",697
"HEG42",2017,"Genus1_epithet3",685
"HEG43",2017,"Genus1_epithet3",550
"HEG44",2017,"Genus1_epithet3",141
"HEG45",2017,"Genus1_epithet3",312
"HEG46",2017,"Genus1_epithet3",2
"HEG47",2017,"Genus1_epithet3",587
"HEG48",2017,"Genus1_epithet3",617
"HEG49",2017,"Genus1_epithet3",598
"HEG50",2017,"Genus1_epithet3",206
"HEW13",2017,"Genus2_epithet1",332
"SEG14",2017,"Genus2_epithet1",499
"SEG15",2017,"Genus2_epithet1",495
"SEG16",2017,"Genus2_epithet1",314
"SEG17",2017,"Genus2_epithet1",604
"SEG18",2017,"Genus2_epithet1",438
"SEG19",2017,"Genus2_epithet1",34
"SEG20",2017,"Genus2_epithet1",402
"SEG21",2017,"Genus2_epithet1",148
"SEG22",2017,"Genus2_epithet1",40
"SEG23",2017,"Genus2_epithet1",125
"SEG24",2017,"Genus2_epithet1",191
"SEG25",2017,"Genus2_epithet1",482
"SEG26",2017,"Genus2_epithet1",423
"SEG1",2017,"Genus2_epithet1",631
"SEG2",2017,"Genus2_epithet1",365
"SEG3",2017,"Genus2_epithet1",333
"SEG4",2017,"Genus2_epithet1",533
"SEG5",2017,"Genus2_epithet1",566
"SEG6",2017,"Genus2_epithet1",424
"SEG7",2017,"Genus2_epithet1",464
"SEG8",2017,"Genus2_epithet1",579
"SEG9",2017,"Genus2_epithet1",320
"SEG10",2017,"Genus2_epithet1",495
"SEG11",2017,"Genus2_epithet1",107
"SEG12",2017,"Genus2_epithet1",552
"SEG13",2017,"Genus2_epithet1",392
"SEW42",2017,"Genus2_epithet1",26
"SEW43",2017,"Genus2_epithet1",632
"SEW44",2017,"Genus2_epithet1",653
"SEW45",2017,"Genus2_epithet1",45
"SEW46",2017,"Genus2_epithet1",370
"SEW47",2017,"Genus2_epithet1",438
"SEW48",2017,"Genus2_epithet1",472
"SEW49",2017,"Genus2_epithet1",403
"SEW50",2017,"Genus2_epithet1",22
"SEW25",2017,"Genus2_epithet1",188
"SEW26",2017,"Genus2_epithet1",628
"SEW27",2017,"Genus2_epithet1",378
"SEW28",2017,"Genus2_epithet1",132
"SEW29",2017,"Genus2_epithet1",121
"SEW30",2017,"Genus2_epithet1",355
"SEW31",2017,"Genus2_epithet1",320
"SEW32",2017,"Genus2_epithet1",385
"SEW33",2017,"Genus2_epithet1",645
"SEW34",2017,"Genus2_epithet1",1
"SEW35",2017,"Genus2_epithet1",588
"SEW36",2017,"Genus2_epithet1",247
"SEW37",2017,"Genus2_epithet1",18
"SEW38",2017,"Genus2_epithet1",491
"SEW39",2017,"Genus2_epithet1",203
"SEW40",2017,"Genus2_epithet1",280
"SEW41",2017,"Genus2_epithet1",494
"SEW21",2017,"Genus2_epithet1",303
"SEW22",2017,"Genus2_epithet1",621
"SEW23",2017,"Genus2_epithet1",172
"SEW24",2017,"Genus2_epithet1",161
"HEW51",2017,"Genus2_epithet1",644
"SEW1",2017,"Genus2_epithet1",375
"SEW2",2017,"Genus2_epithet1",351
"SEW3",2017,"Genus2_epithet1",574
"SEW4",2017,"Genus2_epithet1",149
"SEW5",2017,"Genus2_epithet1",199
"SEW6",2017,"Genus2_epithet1",112
"SEW7",2017,"Genus2_epithet1",233
"SEW8",2017,"Genus2_epithet1",620
"SEW9",2017,"Genus2_epithet1",574
"SEW10",2017,"Genus2_epithet1",531
"SEW11",2017,"Genus2_epithet1",375
"SEW12",2017,"Genus2_epithet1",273
"SEW13",2017,"Genus2_epithet1",220
"SEW14",2017,"Genus2_epithet1",503
"SEW15",2017,"Genus2_epithet1",388
"SEW16",2017,"Genus2_epithet1",668
"SEW17",2017,"Genus2_epithet1",31
"SEW18",2017,"Genus2_epithet1",600
"SEW19",2017,"Genus2_epithet1",3
"SEW20",2017,"Genus2_epithet1",320
"HEW50",2017,"Genus2_epithet1",580
"HEW1",2017,"Genus2_epithet1",33
"HEW2",2017,"Genus2_epithet1",292
"HEW3",2017,"Genus2_epithet1",342
"HEW4",2017,"Genus2_epithet1",240
"HEW5",2017,"Genus2_epithet1",400
"HEW6",2017,"Genus2_epithet1",500
"HEW7",2017,"Genus2_epithet1",180
"HEW8",2017,"Genus2_epithet1",101
"HEW9",2017,"Genus2_epithet1",691
"HEW10",2017,"Genus2_epithet1",543
"HEW11",2017,"Genus2_epithet1",199
"HEW12",2017,"Genus2_epithet1",519
"HEW14",2017,"Genus2_epithet1",430
"HEW15",2017,"Genus2_epithet1",461
"HEW16",2017,"Genus2_epithet1",147
"HEW17",2017,"Genus2_epithet1",117
"HEW18",2017,"Genus2_epithet1",122
"HEW19",2017,"Genus2_epithet1",628
"HEW20",2017,"Genus2_epithet1",312
"HEW21",2017,"Genus2_epithet1",288
"HEW22",2017,"Genus2_epithet1",682
"HEW23",2017,"Genus2_epithet1",512
"HEW24",2017,"Genus2_epithet1",618
"HEW26",2017,"Genus2_epithet1",347
"HEW27",2017,"Genus2_epithet1",558
"HEW28",2017,"Genus2_epithet1",497
"HEW29",2017,"Genus2_epithet1",500
"HEW30",2017,"Genus2_epithet1",507
"HEW31",2017,"Genus2_epithet1",75
"HEW32",2017,"Genus2_epithet1",140
"HEW33",2017,"Genus2_epithet1",476
"HEW34",2017,"Genus2_epithet1",122
"HEW35",2017,"Genus2_epithet1",57
"HEW36",2017,"Genus2_epithet1",457
"HEW37",2017,"Genus2_epithet1",74
"HEW38",2017,"Genus2_epithet1",297
"HEW39",2017,"Genus2_epithet1",690
"HEW40",2017,"Genus2_epithet1",650
"HEW41",2017,"Genus2_epithet1",31
"HEW42",2017,"Genus2_epithet1",494
"HEW43",2017,"Genus2_epithet1",369
"HEW44",2017,"Genus2_epithet1",358
"HEW45",2017,"Genus2_epithet1",440
"HEW46",2017,"Genus2_epithet1",595
"HEW47",2017,"Genus2_epithet1",398
"HEW48",2017,"Genus2_epithet1",96
"HEW49",2017,"Genus2_epithet1",70
"HEW25",2017,"Genus2_epithet1",568
"SEG27",2017,"Genus2_epithet1",257
"SEG28",2017,"Genus2_epithet1",541
"SEG29",2017,"Genus2_epithet1",60
"SEG30",2017,"Genus2_epithet1",501
"SEG31",2017,"Genus2_epithet1",506
"SEG32",2017,"Genus2_epithet1",172
"SEG33",2017,"Genus2_epithet1",228
"SEG34",2017,"Genus2_epithet1",460
"SEG35",2017,"Genus2_epithet1",25
"SEG36",2017,"Genus2_epithet1",30
"SEG37",2017,"Genus2_epithet1",504
"SEG38",2017,"Genus2_epithet1",292
"SEG39",2017,"Genus2_epithet1",529
"SEG40",2017,"Genus2_epithet1",421
"SEG41",2017,"Genus2_epithet1",579
"SEG42",2017,"Genus2_epithet1",192
"SEG43",2017,"Genus2_epithet1",397
"SEG44",2017,"Genus2_epithet1",325
"SEG45",2017,"Genus2_epithet1",166
"SEG46",2017,"Genus2_epithet1",91
"AEG1",2017,"Genus2_epithet1",103
"AEG2",2017,"Genus2_epithet1",467
"AEG3",2017,"Genus2_epithet1",23
"AEG4",2017,"Genus2_epithet1",370
"AEG5",2017,"Genus2_epithet1",566
"AEG6",2017,"Genus2_epithet1",411
"AEG7",2017,"Genus2_epithet1",372
"AEG8",2017,"Genus2_epithet1",578
"AEG9",2017,"Genus2_epithet1",445
"AEG10",2017,"Genus2_epithet1",174
"AEG11",2017,"Genus2_epithet1",366
"AEG12",2017,"Genus2_epithet1",694
"AEG13",2017,"Genus2_epithet1",230
"AEG14",2017,"Genus2_epithet1",560
"AEG15",2017,"Genus2_epithet1",380
"AEG16",2017,"Genus2_epithet1",431
"AEG17",2017,"Genus2_epithet1",455
"AEG18",2017,"Genus2_epithet1",89
"AEG19",2017,"Genus2_epithet1",29
"SEG47",2017,"Genus2_epithet1",327
"SEG48",2017,"Genus2_epithet1",146
"SEG49",2017,"Genus2_epithet1",45
"SEG50",2017,"Genus2_epithet1",117
"AEG25",2017,"Genus2_epithet1",351
"AEG26",2017,"Genus2_epithet1",635
"AEG27",2017,"Genus2_epithet1",40
"AEG28",2017,"Genus2_epithet1",634
"AEG29",2017,"Genus2_epithet1",185
"AEG30",2017,"Genus2_epithet1",344
"AEG31",2017,"Genus2_epithet1",540
"AEG32",2017,"Genus2_epithet1",587
"AEG33",2017,"Genus2_epithet1",32
"AEG34",2017,"Genus2_epithet1",103
"AEG35",2017,"Genus2_epithet1",327
"AEG36",2017,"Genus2_epithet1",386
"AEG37",2017,"Genus2_epithet1",659
"AEG38",2017,"Genus2_epithet1",662
"AEG39",2017,"Genus2_epithet1",410
"AEG40",2017,"Genus2_epithet1",471
"AEG41",2017,"Genus2_epithet1",521
"AEG20",2017,"Genus2_epithet1",266
"AEG21",2017,"Genus2_epithet1",675
"AEG22",2017,"Genus2_epithet1",480
"AEG23",2017,"Genus2_epithet1",37
"AEG24",2017,"Genus2_epithet1",375
"AEG46",2017,"Genus2_epithet1",314
"AEG47",2017,"Genus2_epithet1",588
"AEG48",2017,"Genus2_epithet1",267
"AEG49",2017,"Genus2_epithet1",29
"AEG50",2017,"Genus2_epithet1",504
